"age","gender","race","domestic","near_friend","child_witness","shot_execution","officer_present","officer_fire","officer_name","officer_years","officer_undercover","officer_offduty","swat","officer_personal","mental","suicide_by_cop","intox","criminal_rec","violent_rec","video","video_public","day_week_fri","day_week_mon","day_week_sat","day_week_sun","day_week_thu","day_week_tue","day_week_wed","time_afternoon","time_evening","time_morning","time_night","time_unknown","behavior_Damaging property","behavior_Erratic behavior","behavior_Erratic Behavior","behavior_Mental health episode or ""psychotic break""","behavior_None of the above","behavior_Other disruptive behavior. Specify:","behavior_Suicidal behavior or threats. (e.g. holding gun to own head)","behavior_Suicidal behavior or threats. (e.g. holding gun to own head) (","behavior_Threatening behavior (armed)","behavior_Threatening behavior (unarmed)","behavior_Verbal or written threats","behavior_Yelling at or arguing with others","crime_Arson","crime_Assault","crime_Burglary/Breaking & Entering","crime_Burglary/Breaking &amp; Entering","crime_Destruction/Damage/Vandalism of Property","crime_Disorderly Conduct","crime_Drug/Narcotic Offences","crime_DUI","crime_Homicide","crime_Homicide (attempted)","crime_Intimidation/Threats","crime_Kidnapping/Abduction","crime_Motor vehicle theft","crime_Motor Vehicle Theft","crime_None of the above","crime_Other Crime","crime_Probation/parole violation","crime_Prostitution","crime_Robbery","crime_Sex Offenses","crime_specify:","crime_Theft","crime_Traffic law violations","crime_Traffic Law Violations","crime_Trespassing","crime_Weapon Law Violations","warrant_crime_Assault","warrant_crime_Burglary/Breaking & Entering","warrant_crime_Drug/Narcotic Offences","warrant_crime_Homicide","warrant_crime_Homicide (attempted)","warrant_crime_Intimidation/Threats","warrant_crime_Kidnapping/Abduction","warrant_crime_Not specified","warrant_crime_Other Crime","warrant_crime_Probation/parole violation","warrant_crime_Robbery","warrant_crime_Sex Offenses","warrant_crime_specify:","warrant_crime_Theft","warrant_crime_Traffic Law Violations","warrant_crime_Trespassing","warrant_crime_Weapon Law Violations","non_compliance_","non_compliance_Argue with the officer","non_compliance_Barricade themselves from police","non_compliance_Brandish or display weapon","non_compliance_Charge/lunge at officer","non_compliance_Disobey or ignore police order","non_compliance_Disobey or ignore police orders","non_compliance_Display or brandish gun","non_compliance_Display or brandish weapon","non_compliance_Drive at officer (not in police vehicle)","non_compliance_Drive away from police","non_compliance_ell at or insult the officer","non_compliance_Endanger civilians","non_compliance_Fight officer","non_compliance_Grab or hit officer","non_compliance_Injure officer","non_compliance_Kill officer","non_compliance_Kill or injure police dog","non_compliance_Lead a car chase","non_compliance_None of the above","non_compliance_Other aggressive or non-compliant behavior. specify:","non_compliance_Other aggressive or non-compliant behavior. Specify:","non_compliance_Point weapon at officer","non_compliance_Pull out gun","non_compliance_Ram officer vehicle","non_compliance_Reach for officer gun","non_compliance_Reach for own weapon","non_compliance_Reach towards waistband or back (if unarmed)","non_compliance_Resist arrest","non_compliance_Run away from police","non_compliance_Shoot first at officer","non_compliance_Shoot gun at officer","non_compliance_Shoot&nbsp;first&nbsp;at officer","non_compliance_Threaten officer with weapon","non_compliance_Yell at or insult the officer","police_tactic_Bring victim against a wall","police_tactic_Bring victim to the ground","police_tactic_Detain/Restrain victim","police_tactic_Fire non-lethal rounds (e.g. bean bag","police_tactic_Handcuff victim","police_tactic_Hit or push victim","police_tactic_Issue verbal commands","police_tactic_Lay hands on victim","police_tactic_None of the above","police_tactic_Other aggressive or non-compliant behavior. Specify:","police_tactic_Other non-lethal tactic. Specify:","police_tactic_rubber bullet)","police_tactic_Taser","police_tactic_Use baton","police_tactic_Use crisis negotiator","police_tactic_Use pepper spray","police_tactic_Use police dog","police_tactic_Use TASER","officer_gender_Female. Number of officers:","officer_gender_Male. Number of officers:","officer_gender_Unknown. Number of officers:","officer_race_Asian/Pacific Islander","officer_race_Black","officer_race_Hispanic/Latino","officer_race_Unknown","officer_race_White","deced_personal_Bisexual or Transgender","deced_personal_Disabled","deced_personal_Divorced/Separated","deced_personal_Gay","deced_personal_Had children","deced_personal_Had Children","deced_personal_Lesbian","deced_personal_Married","deced_personal_None of the above","deced_descrip_Alcoholic","deced_descrip_Documented immigrant. Specify country of origin:","deced_descrip_Drug addict","deced_descrip_Gang member","deced_descrip_Homeless","deced_descrip_None of the above","deced_descrip_Recently released from jail or prison (Less than three months)","deced_descrip_Undocumented immigrant. Specify country of origin:","deced_descrip_Visiting from out of town. (Not from state where they died)","deced_occupy_Current military. Enter military branch:","deced_occupy_Current or former law enforcement or corrections","deced_occupy_Education history. Specify school name(s) and/or fields of study:","deced_occupy_Employed. Specify occupation and/or business","deced_occupy_Former military. Enter military branch:","deced_occupy_In school. Specify school name:","deced_occupy_No employment or education info given","deced_occupy_None of the above","deced_occupy_Other. Specify:","deced_occupy_Retired","deced_occupy_Unemployed","classification_Death in custody","classification_Gunshot","classification_Other","classification_Struck by vehicle","classification_Taser","armed_Disputed","armed_Firearm","armed_Knife","armed_No","armed_Non-lethal firearm","armed_Other","armed_Unknown","armed_Vehicle","location_Business","location_Government property (e.g. police station","location_jail)","location_Other residence","location_Other. Specify:","location_Park","location_Residence of victim","location_School","location_Street/Road","location_Yard/Lot","reason_contact_Other","reason_contact_Police called to deliver aid to victim","reason_contact_Police conducting criminal investigation","reason_contact_Police responding to a reported offence by someone associated with the victim","reason_contact_Police responding to a reported offence by someone NOT associated with the victim","reason_contact_Police responding to a reported offense by the victim","reason_contact_Police serving warrant","reason_contact_Street stop","reason_contact_Traffic stop","reason_contact_Traffic Stop","reason_contact_Victim made voluntary contact with the police (eg. called for assistance)","indoor_Indoors","indoor_Outdoors","indoor_Unknown","witness_No","witness_Unclear","witness_Yes","shots_fired_Death not by gunshot","shots_fired_Exact number given. Enter number:","shots_fired_Number not given but term ""multiple shots"" used","shots_fired_Unknown (does not mention any quantity)","shots_struck_Exact number given. Enter number:","shots_struck_Number not given but term ""multiple shots"" used","shots_struck_Unknown (does not mention any quantity)"
47,1,"White",1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
19,1,"White",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
25,1,"White",0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
34,0,"White",1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
35,1,"White",1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
47,1,"Black",0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
32,1,"Black",1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
42,1,"Black",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
28,1,"White",0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
36,1,"Black",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
