dispute,dem,growth,allies,contig,capratio,trade,py,pys1,pys2,pys3,contdisp,prefail,k0,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34
0,10,.050000001,1,0,3.6199999,.00079999998,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-.97000003,1,1,1.91,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,2.0599999,0,0,106.97,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,2.1199999,0,0,3.3499999,.0014,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,1.27,1,1,6.3800001,.00019999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,6.52,0,1,4.5700002,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,3.5,0,0,17.950001,.00060000003,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,4.8699999,0,0,28.469999,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,4.1900001,0,0,150.25999,.00039999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,2.0599999,1,0,519.62,.00039999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,3.6400001,0,0,65.349998,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,-1.05,0,0,1659.34,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,.89999998,1,1,1.0599999,.0041999999,6,-84.647064,-182.58824,-171.52942,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-2.3199999,0,0,35.470001,.00019999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-7,-3.1300001,0,1,69.129997,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,3.24,0,0,10.64,.001,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,3.02,1,0,9.9499998,.00019999999,6,-84.647064,-182.58824,-171.52942,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-6.5300002,1,1,9.3699999,.00039999999,6,-84.647064,-182.58824,-171.52942,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,4.5500002,1,1,1.77,.003,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,2.02,0,0,331.10001,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,.88999999,1,1,2.6400001,.00019999999,6,-84.647064,-182.58824,-171.52942,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,4.9299998,0,0,958.94,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,5.3400002,0,0,444.42001,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,.029999999,0,1,37.119999,.00039999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,2.0599999,1,0,118.16,.0020000001,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,.050000001,0,0,24.5,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,.60000002,0,0,121.25,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,1.51,0,0,106.44,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,2.1199999,1,0,3.29,.019400001,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,.050000001,1,0,6.9400001,.0174,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,2.1199999,1,1,6.25,.0054000001,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-4.0999999,0,0,107.84,.0027999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,1.79,0,1,27.42,.00019999999,6,-84.647064,-182.58824,-171.52942,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-4.8200002,0,1,8.2200003,.001,6,-84.647064,-182.58824,-171.52942,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,-2.8299999,1,1,8.29,.001,6,-84.647064,-182.58824,-171.52942,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,2.0599999,0,0,44.970001,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,.40000001,0,0,41.02,0,6,-84.647064,-182.58824,-171.52942,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-4.9299998,0,1,2.6300001,.00039999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,4.3699999,0,0,10.07,.00060000003,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,.93000001,0,0,143.72,.00019999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-1.64,0,0,615.08002,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4,1.55,0,0,29.17,.00019999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,2.9400001,1,0,201.39,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,-12.31,0,0,123.08,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,1.54,0,1,1.41,.0018,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2.1199999,1,0,14.1,.00019999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,3.02,0,0,4.4699998,.00060000003,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8,-.37,1,0,4.8200002,.0020000001,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,2.78,1,1,3.6700001,.072800003,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-2.8499999,0,1,1.17,.00079999998,6,-84.647064,-182.58824,-171.52942,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-9,1.73,1,1,4.0799999,.0012000001,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,1.2,1,1,1.15,.0046000001,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,.63,0,0,3.74,.00039999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,2.8599999,0,0,202.74001,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,4.3699999,1,1,1.8200001,.0060000001,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-7.3600001,1,1,2.6800001,.0062000002,6,-84.647064,-182.58824,-171.52942,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.55,0,0,24.879999,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,-2.4400001,0,0,203.53999,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,2.0599999,0,1,154.17999,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-.18000001,0,0,233.75,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,-3.1300001,0,1,43.419998,.0035999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-1.1,1,1,1.39,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,.93000001,0,0,185.58,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,2.1800001,0,0,16.870001,.00019999999,6,-84.647064,-182.58824,-171.52942,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-1.25,1,1,1.45,.0026,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.6900001,0,0,247.34,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,1.4400001,0,0,44.34,.00019999999,6,-84.647064,-182.58824,-171.52942,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,.34,0,0,75.519997,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,1.51,0,1,2.6500001,.015,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-5.5999999,0,0,723.65997,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,.94999999,1,1,1.71,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4,1.55,0,0,4.8400002,.00060000003,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,1.13,0,0,104.64,.00060000003,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,4.4400001,0,0,129.14999,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-5,1.4400001,0,0,19.4,.00079999998,6,-84.647064,-182.58824,-171.52942,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,1.27,1,0,25.459999,.0012000001,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,8.3999996,0,0,506.17999,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-4.48,1,1,5.1399999,0,6,-84.647064,-182.58824,-171.52942,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-1.41,1,1,1.03,.0014,6,-84.647064,-182.58824,-171.52942,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,3.8199999,0,0,26.299999,.00019999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,3.8099999,0,0,49.049999,.00039999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-1.64,1,1,1.14,.0022,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4,1.7,0,0,40.689999,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,2.3299999,0,0,33.220001,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-3,-1.71,1,1,14.28,.00060000003,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,3.8900001,0,0,170.85001,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-2.75,0,0,148.53,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,6.4699998,0,0,81.339996,.00019999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,4.3499999,0,0,7.1300001,.00079999998,6,-84.647064,-182.58824,-171.52942,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,4.9299998,0,0,856.46002,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,2.49,1,0,22.799999,.0012000001,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,1.62,0,0,39.080002,.00019999999,6,-84.647064,-182.58824,-171.52942,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,2.9300001,1,0,2.79,.0016,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,4.3099999,1,1,1.51,.00019999999,6,-84.647064,-182.58824,-171.52942,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,.14,0,0,140.14999,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,2.4100001,0,0,46.700001,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-3.49,0,1,1.49,.0068000001,6,-84.647064,-182.58824,-171.52942,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,6,1.98,1,0,81.5,.00060000003,6,-84.647064,-182.58824,-171.52942,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,-.99000001,0,0,84.279999,.00019999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,2.0599999,0,0,17.280001,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,3.1400001,0,0,14.61,.00019999999,6,-84.647064,-182.58824,-171.52942,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,2.1199999,1,0,165.45,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,3.72,0,0,13.35,.00019999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4,-1.25,0,0,99.139999,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,9.2600002,1,1,3.9300001,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-8,-12.31,0,0,59.400002,.00019999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,.69,1,0,3.02,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,4.1900001,0,0,20.549999,.00060000003,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-4,-1.25,0,0,82.199997,.00019999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,4.5100002,1,1,1.29,.019200001,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,2.0599999,1,0,13.47,.0022,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-3,2.0599999,1,0,106.46,.0034,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,3.5,0,1,2.9300001,.0031999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,4.77,0,0,72.739998,0,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-8,1.37,1,1,1.22,.00019999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-7,-3.02,0,0,6.1199999,.00060000003,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-9,1.45,1,1,2.8099999,.00019999999,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10,-5.3699999,0,1,4.8499999,.0022,6,-84.647064,-182.58824,-171.52942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
